datetime,activity_count,axis_x,axis_y,axis_z,vector_magnitude
2000-01-06 23:09:00,277,39,155,83,180.23
2000-01-06 23:10:00,34,6,24,5,24.73
2000-01-06 23:11:00,53,12,29,12,33.49
2000-01-06 23:12:00,45,8,29,8,30.92
2000-01-06 23:13:00,68,20,52,0,55.49
2000-01-06 23:14:00,59,18,31,10,36.86
2000-01-06 23:15:00,61,16,40,6,42.92
2000-01-06 23:16:00,297,55,152,90,185.26
2000-01-06 23:17:00,39,5,25,9,26.70
2000-01-06 23:18:00,40,9,27,4,28.74
2000-01-06 23:19:00,130,21,70,39,83.02
2000-01-06 23:20:00,14,3,8,3,8.70
2000-01-06 23:21:00,94,25,69,1,72.79
2000-01-06 23:22:00,376,79,241,56,259.69
2000-01-06 23:23:00,60,14,42,4,44.27
2000-01-06 23:24:00,97,18,75,4,77.15
2000-01-06 23:25:00,63,17,44,2,46.98
2000-01-06 23:26:00,19,5,11,3,12.50
2000-01-06 23:27:00,66,10,40,16,44.35
2000-01-06 23:28:00,24,4,14,5,15.89
2000-01-06 23:29:00,53,15,34,4,37.53
2000-01-06 23:30:00,57,14,31,12,36.41
2000-01-06 23:31:00,60,9,47,4,47.85
2000-01-06 23:32:00,26,7,13,6,16.12
2000-01-06 23:33:00,93,19,53,20,60.37
2000-01-06 23:34:00,31,6,18,7,19.81
2000-01-06 23:35:00,70,19,44,6,48.58
2000-01-06 23:36:00,87,16,45,26,54.57
2000-01-06 23:37:00,22,6,14,1,15.65
2000-01-06 23:38:00,70,11,40,18,45.84
2000-01-06 23:39:00,81,13,44,24,51.82
2000-01-06 23:40:00,28,6,20,1,21.34
2000-01-06 23:41:00,45,6,30,9,32.11
2000-01-06 23:42:00,76,13,48,15,51.78
2000-01-06 23:43:00,89,22,62,4,66.16
2000-01-06 23:44:00,177,47,111,19,122.08
2000-01-06 23:45:00,47,9,35,3,35.89
2000-01-06 23:46:00,49,6,34,10,36.05
2000-01-06 23:47:00,69,9,52,8,53.09
2000-01-06 23:48:00,41,8,33,0,34.21
2000-01-06 23:49:00,60,13,32,15,37.66
2000-01-06 23:50:00,63,13,34,16,39.83
2000-01-06 23:51:00,29,7,23,0,24.07
2000-01-06 23:52:00,53,13,31,9,34.68
2000-01-06 23:53:00,54,11,36,7,38.10
2000-01-06 23:54:00,55,9,41,4,42.26
2000-01-06 23:55:00,43,10,33,0,34.63
2000-01-06 23:56:00,41,7,27,8,28.58
2000-01-06 23:57:00,45,5,35,5,35.49
2000-01-06 23:58:00,38,5,19,14,24.41
2000-01-06 23:59:00,79,14,41,24,49.37
2000-01-07 00:00:00,41,11,31,0,33.17
2000-01-07 00:01:00,131,25,80,26,87.94
2000-01-07 00:02:00,35,7,27,2,27.51
2000-01-07 00:03:00,64,13,44,8,46.03
2000-01-07 00:04:00,37,9,25,3,26.80
2000-01-07 00:05:00,41,9,30,2,31.49
2000-01-07 00:06:00,96,10,65,21,68.92
2000-01-07 00:07:00,32,8,17,7,19.98
2000-01-07 00:08:00,76,9,43,24,50.42
2000-01-07 00:09:00,210,39,133,39,143.60
2000-01-07 00:10:00,62,18,49,0,52.34
2000-01-07 00:11:00,31,7,18,6,20.36
2000-01-07 00:12:00,104,30,67,7,73.96
2000-01-07 00:13:00,71,18,52,1,55.19
2000-01-07 00:14:00,29,5,22,2,22.49
2000-01-07 00:15:00,21,4,13,3,13.95
2000-01-07 00:16:00,26,7,18,0,19.56
2000-01-07 00:17:00,63,11,41,12,43.67
2000-01-07 00:18:00,78,20,62,0,65.43
2000-01-07 00:19:00,112,33,77,2,83.87
2000-01-07 00:20:00,14,4,8,2,9.20
2000-01-07 00:21:00,137,40,103,0,110.19
2000-01-07 00:22:00,35,6,24,5,25.49
2000-01-07 00:23:00,97,18,60,19,65.69
2000-01-07 00:24:00,54,8,38,8,39.22
2000-01-07 00:25:00,151,30,118,3,121.39
2000-01-07 00:26:00,43,5,29,9,30.96
2000-01-07 00:27:00,62,9,46,7,46.97
2000-01-07 00:28:00,68,13,38,18,43.79
2000-01-07 00:29:00,12,3,7,3,7.76
2000-01-07 00:30:00,27,5,18,4,18.99
2000-01-07 00:31:00,77,11,47,19,51.73
2000-01-07 00:32:00,27,8,14,5,17.19
2000-01-07 00:33:00,43,4,27,11,29.51
2000-01-07 00:34:00,49,14,29,6,32.91
2000-01-07 00:35:00,55,14,30,11,34.90
2000-01-07 00:36:00,49,9,39,1,39.58
2000-01-07 00:37:00,34,10,21,4,23.13
2000-01-07 00:38:00,38,6,27,5,28.48
2000-01-07 00:39:00,167,32,85,50,103.63
2000-01-07 00:40:00,56,11,30,15,35.45
2000-01-07 00:41:00,43,5,32,6,32.81
2000-01-07 00:42:00,68,7,36,25,44.04
2000-01-07 00:43:00,39,9,30,0,31.09
2000-01-07 00:44:00,37,5,29,2,29.46
2000-01-07 00:45:00,52,6,39,7,40.42
2000-01-07 00:46:00,33,7,20,5,22.25
2000-01-07 00:47:00,30,7,17,6,19.42
2000-01-07 00:48:00,42,9,26,7,28.21
2000-01-07 00:49:00,16,4,8,3,9.85
2000-01-07 00:50:00,31,3,20,8,21.80
2000-01-07 00:51:00,57,7,37,14,40.18
2000-01-07 00:52:00,62,7,40,15,43.19
2000-01-07 00:53:00,21,5,14,2,14.82
2000-01-07 00:54:00,38,5,24,8,26.24
2000-01-07 00:55:00,140,26,95,19,100.34
2000-01-07 00:56:00,28,3,19,7,20.03
2000-01-07 00:57:00,78,10,50,18,53.88
2000-01-07 00:58:00,107,17,54,36,66.94
2000-01-07 00:59:00,88,20,50,17,56.71
2000-01-07 01:00:00,31,6,21,4,22.37
2000-01-07 01:01:00,92,18,47,27,56.75
2000-01-07 01:02:00,74,14,55,5,57.19
2000-01-07 01:03:00,32,8,16,7,19.77
2000-01-07 01:04:00,20,2,12,6,13.21
2000-01-07 01:05:00,47,9,26,13,30.14
2000-01-07 01:06:00,38,6,28,3,29.01
2000-01-07 01:07:00,48,7,29,12,32.52
2000-01-07 01:08:00,108,20,64,25,71.29
2000-01-07 01:09:00,101,23,69,9,73.39
2000-01-07 01:10:00,46,5,33,8,34.41
2000-01-07 01:11:00,60,7,37,16,41.19
2000-01-07 01:12:00,18,3,10,5,11.36
2000-01-07 01:13:00,42,10,30,1,31.87
2000-01-07 01:14:00,42,6,29,7,30.60
2000-01-07 01:15:00,51,11,35,5,37.11
2000-01-07 01:16:00,55,15,32,7,36.28
2000-01-07 01:17:00,54,8,37,8,38.90
2000-01-07 01:18:00,49,8,31,10,33.70
2000-01-07 01:19:00,44,9,32,3,33.22
2000-01-07 01:20:00,150,21,84,45,97.50
2000-01-07 01:21:00,49,6,25,18,31.74
2000-01-07 01:22:00,59,17,46,0,48.74
2000-01-07 01:23:00,49,7,34,7,35.63
2000-01-07 01:24:00,29,5,21,2,22.08
2000-01-07 01:25:00,98,21,63,15,67.60
2000-01-07 01:26:00,53,16,41,0,43.81
2000-01-07 01:27:00,53,8,41,5,41.64
2000-01-07 01:28:00,58,14,33,10,37.51
2000-01-07 01:29:00,30,6,22,2,23.03
2000-01-07 01:30:00,44,11,29,4,31.37
2000-01-07 01:31:00,39,7,28,3,29.54
2000-01-07 01:32:00,22,6,12,5,13.89
2000-01-07 01:33:00,71,10,51,10,52.94
2000-01-07 01:34:00,39,7,30,2,30.87
2000-01-07 01:35:00,51,8,31,12,33.95
2000-01-07 01:36:00,39,9,29,1,30.24
2000-01-07 01:37:00,31,4,24,3,24.14
2000-01-07 01:38:00,60,12,41,7,43.50
2000-01-07 01:39:00,97,26,50,22,60.01
2000-01-07 01:40:00,35,6,22,8,24.07
2000-01-07 01:41:00,35,6,20,10,22.81
2000-01-07 01:42:00,264,47,147,70,169.63
2000-01-07 01:43:00,105,29,80,0,85.39
2000-01-07 01:44:00,44,9,25,10,28.43
2000-01-07 01:45:00,41,12,32,0,34.21
2000-01-07 01:46:00,73,7,50,15,53.15
2000-01-07 01:47:00,34,8,17,9,21.10
2000-01-07 01:48:00,26,5,17,4,18.21
2000-01-07 01:49:00,40,9,26,5,27.73
2000-01-07 01:50:00,40,11,28,0,29.98
2000-01-07 01:51:00,58,9,41,8,42.47
2000-01-07 01:52:00,31,7,21,3,22.73
2000-01-07 01:53:00,27,7,15,5,17.15
2000-01-07 01:54:00,26,7,20,0,20.93
2000-01-07 01:55:00,36,4,23,8,24.75
2000-01-07 01:56:00,94,19,74,1,76.37
2000-01-07 01:57:00,38,5,22,12,25.25
2000-01-07 01:58:00,95,11,72,12,73.86
2000-01-07 01:59:00,64,18,47,0,50.73
2000-01-07 02:00:00,100,10,56,34,65.96
2000-01-07 02:01:00,38,9,30,0,31.10
2000-01-07 02:02:00,356,59,240,57,253.65
2000-01-07 02:03:00,41,8,25,8,27.19
2000-01-07 02:04:00,34,8,20,5,22.51
2000-01-07 02:05:00,17,2,12,4,12.40
2000-01-07 02:06:00,51,11,26,14,31.78
2000-01-07 02:07:00,104,17,77,10,79.65
2000-01-07 02:08:00,232,34,121,76,147.17
2000-01-07 02:09:00,28,7,22,0,22.97
2000-01-07 02:10:00,30,5,18,7,19.76
2000-01-07 02:11:00,27,4,16,7,17.88
2000-01-07 02:12:00,97,10,52,35,63.38
2000-01-07 02:13:00,108,19,63,26,71.02
2000-01-07 02:14:00,28,8,20,0,21.73
2000-01-07 02:15:00,52,14,33,5,36.15
2000-01-07 02:16:00,25,3,17,5,17.62
2000-01-07 02:17:00,44,11,24,9,28.10
2000-01-07 02:18:00,79,19,54,7,57.41
2000-01-07 02:19:00,11,2,8,1,8.02
2000-01-07 02:20:00,27,3,15,10,17.85
2000-01-07 02:21:00,64,12,41,10,44.43
2000-01-07 02:22:00,52,13,29,9,33.45
2000-01-07 02:23:00,120,23,73,23,80.03
2000-01-07 02:24:00,50,7,28,14,32.41
2000-01-07 02:25:00,72,20,53,0,56.34
2000-01-07 02:26:00,36,11,25,1,26.82
2000-01-07 02:27:00,107,20,67,20,72.35
2000-01-07 02:28:00,29,8,20,2,21.05
2000-01-07 02:29:00,61,14,46,2,47.77
2000-01-07 02:30:00,40,11,24,5,26.65
2000-01-07 02:31:00,67,9,39,18,44.25
2000-01-07 02:32:00,52,12,40,0,41.60
2000-01-07 02:33:00,94,23,52,19,60.02
2000-01-07 02:34:00,44,12,25,7,28.82
2000-01-07 02:35:00,39,9,23,8,25.47
2000-01-07 02:36:00,43,10,21,11,26.05
2000-01-07 02:37:00,40,10,31,0,32.65
2000-01-07 02:38:00,29,6,17,7,18.82
2000-01-07 02:39:00,47,9,26,11,29.98
2000-01-07 02:40:00,39,7,20,13,24.49
2000-01-07 02:41:00,38,7,28,3,29.10
2000-01-07 02:42:00,35,10,18,7,21.98
2000-01-07 02:43:00,10,1,8,1,7.79
2000-01-07 02:44:00,49,14,31,3,34.60
2000-01-07 02:45:00,49,7,37,5,37.72
2000-01-07 02:46:00,58,7,45,7,45.64
2000-01-07 02:47:00,36,9,27,1,28.09
2000-01-07 02:48:00,125,24,66,35,78.69
2000-01-07 02:49:00,67,11,42,15,45.52
2000-01-07 02:50:00,64,10,39,15,43.10
2000-01-07 02:51:00,47,5,29,13,32.23
2000-01-07 02:52:00,34,4,27,3,27.64
2000-01-07 02:53:00,24,7,18,0,19.01
2000-01-07 02:54:00,47,6,28,14,31.66
2000-01-07 02:55:00,36,10,20,6,22.92
2000-01-07 02:56:00,31,3,20,7,21.86
2000-01-07 02:57:00,53,6,33,14,36.88
2000-01-07 02:58:00,71,19,46,6,50.02
2000-01-07 02:59:00,122,16,68,39,79.70
2000-01-07 03:00:00,214,62,147,4,159.80
2000-01-07 03:01:00,108,26,80,2,84.52
2000-01-07 03:02:00,20,3,10,7,12.99
2000-01-07 03:03:00,13,2,9,2,9.80
2000-01-07 03:04:00,29,7,15,7,17.76
2000-01-07 03:05:00,79,18,53,8,56.31
2000-01-07 03:06:00,59,11,37,12,39.88
2000-01-07 03:07:00,52,13,36,3,38.13
2000-01-07 03:08:00,24,7,18,0,19.54
2000-01-07 03:09:00,45,9,26,10,29.57
2000-01-07 03:10:00,89,10,55,24,60.59
2000-01-07 03:11:00,54,12,37,5,39.24
2000-01-07 03:12:00,62,7,42,13,44.70
2000-01-07 03:13:00,16,4,9,3,10.49
2000-01-07 03:14:00,121,14,88,19,90.80
2000-01-07 03:15:00,107,11,82,14,84.13
2000-01-07 03:16:00,21,6,12,3,13.97
2000-01-07 03:17:00,13,4,7,3,8.37
2000-01-07 03:18:00,25,6,12,6,15.17
2000-01-07 03:19:00,80,24,54,2,58.99
2000-01-07 03:20:00,40,12,29,0,31.48
2000-01-07 03:21:00,60,12,32,16,37.76
2000-01-07 03:22:00,48,9,27,12,30.94
2000-01-07 03:23:00,29,4,20,6,20.89
2000-01-07 03:24:00,39,8,26,5,27.36
2000-01-07 03:25:00,25,8,17,1,18.24
2000-01-07 03:26:00,30,6,22,3,22.69
2000-01-07 03:27:00,50,12,28,10,32.04
2000-01-07 03:28:00,86,12,44,30,54.53
2000-01-07 03:29:00,56,16,41,0,43.72
2000-01-07 03:30:00,64,11,34,19,40.37
2000-01-07 03:31:00,44,12,27,5,30.05
2000-01-07 03:32:00,68,15,37,16,43.08
2000-01-07 03:33:00,336,43,179,113,216.65
2000-01-07 03:34:00,33,9,20,4,22.46
2000-01-07 03:35:00,45,6,30,9,31.66
2000-01-07 03:36:00,54,11,41,2,42.40
2000-01-07 03:37:00,69,15,36,18,42.93
2000-01-07 03:38:00,99,19,69,11,72.69
2000-01-07 03:39:00,68,15,34,19,41.52
2000-01-07 03:40:00,34,4,26,4,26.67
2000-01-07 03:41:00,323,67,216,40,229.66
2000-01-07 03:42:00,55,9,34,12,37.42
2000-01-07 03:43:00,58,9,39,10,41.57
2000-01-07 03:44:00,44,10,27,7,29.20
2000-01-07 03:45:00,16,4,11,0,12.01
2000-01-07 03:46:00,28,6,15,7,17.87
2000-01-07 03:47:00,49,14,38,0,40.27
2000-01-07 03:48:00,51,7,35,9,36.76
2000-01-07 03:49:00,26,5,20,1,20.83
2000-01-07 03:50:00,48,13,32,3,34.90
2000-01-07 03:51:00,177,20,140,17,142.85
2000-01-07 03:52:00,26,6,14,6,16.28
2000-01-07 03:53:00,34,6,17,10,20.93
2000-01-07 03:54:00,68,12,45,11,47.48
2000-01-07 03:55:00,70,18,52,0,55.00
2000-01-07 03:56:00,78,19,45,14,50.91
2000-01-07 03:57:00,64,16,41,6,44.79
2000-01-07 03:58:00,29,8,18,4,19.55
2000-01-07 03:59:00,61,11,38,12,41.20
2000-01-07 04:00:00,25,3,13,9,16.17
2000-01-07 04:01:00,50,8,25,16,31.05
2000-01-07 04:02:00,53,10,36,7,37.67
2000-01-07 04:03:00,55,10,35,11,37.55
2000-01-07 04:04:00,75,8,39,28,48.53
2000-01-07 04:05:00,182,50,101,31,116.70
2000-01-07 04:06:00,65,18,43,5,46.87
2000-01-07 04:07:00,43,10,30,3,31.72
2000-01-07 04:08:00,264,58,144,63,167.22
2000-01-07 04:09:00,52,12,28,12,32.99
2000-01-07 04:10:00,29,8,19,2,21.05
2000-01-07 04:11:00,41,9,31,1,32.34
2000-01-07 04:12:00,71,13,54,4,55.63
2000-01-07 04:13:00,65,7,43,15,45.97
2000-01-07 04:14:00,434,48,259,126,292.56
2000-01-07 04:15:00,68,12,34,22,42.55
2000-01-07 04:16:00,25,7,18,0,19.56
2000-01-07 04:17:00,51,11,39,2,40.36
2000-01-07 04:18:00,53,10,41,2,42.28
2000-01-07 04:19:00,45,9,32,5,33.26
2000-01-07 04:20:00,48,10,37,0,38.39
2000-01-07 04:21:00,28,3,17,7,19.20
2000-01-07 04:22:00,154,32,99,24,106.38
2000-01-07 04:23:00,96,14,68,14,70.48
2000-01-07 04:24:00,78,20,58,0,61.05
2000-01-07 04:25:00,163,34,123,7,127.60
2000-01-07 04:26:00,117,35,89,0,95.79
2000-01-07 04:27:00,59,13,39,8,41.64
2000-01-07 04:28:00,44,13,30,2,32.23
2000-01-07 04:29:00,30,7,17,5,19.55
2000-01-07 04:30:00,40,9,23,8,26.10
2000-01-07 04:31:00,69,19,46,4,49.55
2000-01-07 04:32:00,20,3,16,1,16.23
2000-01-07 04:33:00,40,10,25,5,27.24
2000-01-07 04:34:00,81,23,45,14,52.10
2000-01-07 04:35:00,30,5,17,8,19.77
2000-01-07 04:36:00,37,5,27,4,27.91
2000-01-07 04:37:00,42,10,31,1,32.42
2000-01-07 04:38:00,72,21,49,2,53.51
2000-01-07 04:39:00,91,24,68,0,72.49
2000-01-07 04:40:00,91,20,58,13,63.13
2000-01-07 04:41:00,277,47,198,32,206.17
2000-01-07 04:42:00,65,7,40,17,44.12
2000-01-07 04:43:00,55,13,38,5,40.09
2000-01-07 04:44:00,44,7,26,12,29.03
2000-01-07 04:45:00,19,3,12,4,12.74
2000-01-07 04:46:00,97,17,53,27,61.86
2000-01-07 04:47:00,29,6,22,1,22.92
2000-01-07 04:48:00,53,13,27,13,32.75
2000-01-07 04:49:00,79,23,40,16,48.74
2000-01-07 04:50:00,48,12,26,10,30.43
2000-01-07 04:51:00,52,12,28,12,33.06
2000-01-07 04:52:00,101,22,65,13,70.32
2000-01-07 04:53:00,36,9,21,5,23.74
2000-01-07 04:54:00,38,8,30,0,31.49
2000-01-07 04:55:00,95,15,66,15,69.04
2000-01-07 04:56:00,89,16,56,17,61.04
2000-01-07 04:57:00,80,12,54,14,57.17
2000-01-07 04:58:00,47,13,33,1,35.42
2000-01-07 04:59:00,64,8,40,16,43.59
2000-01-07 05:00:00,68,8,41,19,45.63
2000-01-07 05:01:00,47,5,37,4,37.98
2000-01-07 05:02:00,66,9,41,16,44.82
2000-01-07 05:03:00,42,6,33,3,33.95
2000-01-07 05:04:00,52,14,42,0,43.82
2000-01-07 05:05:00,49,13,39,0,41.03
2000-01-07 05:06:00,69,16,42,10,46.23
2000-01-07 05:07:00,133,31,67,35,81.44
2000-01-07 05:08:00,35,9,19,6,22.50
2000-01-07 05:09:00,44,11,23,10,27.72
2000-01-07 05:10:00,43,10,33,0,34.32
2000-01-07 05:11:00,30,8,19,2,21.10
2000-01-07 05:12:00,64,13,40,11,43.58
2000-01-07 05:13:00,41,8,26,8,28.15
2000-01-07 05:14:00,49,11,33,5,34.75
2000-01-07 05:15:00,48,8,34,6,35.47
2000-01-07 05:16:00,76,12,55,10,56.85
2000-01-07 05:17:00,17,5,12,0,13.10
2000-01-07 05:18:00,70,21,55,0,58.83
2000-01-07 05:19:00,33,3,19,11,22.01
2000-01-07 05:20:00,71,8,51,12,52.77
2000-01-07 05:21:00,66,10,35,21,42.11
2000-01-07 05:22:00,51,10,34,8,35.79
2000-01-07 05:23:00,128,25,81,22,87.45
2000-01-07 05:24:00,29,8,16,5,18.51
2000-01-07 05:25:00,65,17,40,8,44.28
2000-01-07 05:26:00,28,5,19,5,19.88
2000-01-07 05:27:00,53,14,36,4,38.44
2000-01-07 05:28:00,105,21,66,19,71.82
2000-01-07 05:29:00,79,22,43,14,50.43
2000-01-07 05:30:00,39,11,26,1,28.32
2000-01-07 05:31:00,85,9,66,10,67.42
2000-01-07 05:32:00,34,4,25,4,25.75
2000-01-07 05:33:00,79,22,47,10,52.84
2000-01-07 05:34:00,130,20,104,7,105.88
2000-01-07 05:35:00,98,11,69,18,72.25
2000-01-07 05:36:00,108,29,76,3,81.31
2000-01-07 05:37:00,55,7,30,18,35.31
2000-01-07 05:38:00,71,17,39,16,45.05
2000-01-07 05:39:00,42,7,21,14,26.46
2000-01-07 05:40:00,28,5,22,0,22.68
2000-01-07 05:41:00,106,27,73,7,77.67
2000-01-07 05:42:00,36,5,18,12,22.78
2000-01-07 05:43:00,79,15,45,19,50.94
2000-01-07 05:44:00,39,4,21,14,25.38
2000-01-07 05:45:00,72,21,41,10,46.81
2000-01-07 05:46:00,22,2,14,5,15.05
2000-01-07 05:47:00,41,11,28,1,30.20
2000-01-07 05:48:00,37,5,23,9,24.99
2000-01-07 05:49:00,40,5,28,7,28.98
2000-01-07 05:50:00,114,15,82,17,85.33
2000-01-07 05:51:00,30,8,16,5,18.70
2000-01-07 05:52:00,80,9,51,20,55.36
2000-01-07 05:53:00,50,11,39,0,41.05
2000-01-07 05:54:00,119,31,92,0,96.77
2000-01-07 05:55:00,17,5,12,0,13.01
2000-01-07 05:56:00,30,7,22,1,23.17
2000-01-07 05:57:00,42,5,23,15,27.60
2000-01-07 05:58:00,37,10,25,2,26.91
2000-01-07 05:59:00,116,18,73,25,78.95
2000-01-07 06:00:00,52,5,39,8,39.87
2000-01-07 06:01:00,105,13,75,17,78.24
2000-01-07 06:02:00,35,9,21,4,23.63
2000-01-07 06:03:00,50,6,29,14,33.12
2000-01-07 06:04:00,114,17,58,39,72.06
2000-01-07 06:05:00,102,24,74,5,77.58
2000-01-07 06:06:00,115,28,80,7,85.12
2000-01-07 06:07:00,42,6,31,5,32.11
2000-01-07 06:08:00,46,13,24,10,28.44
2000-01-07 06:09:00,43,6,28,8,30.30
2000-01-07 06:10:00,70,14,46,9,48.91
2000-01-07 06:11:00,37,10,20,7,23.00
2000-01-07 06:12:00,80,21,45,15,51.47
2000-01-07 06:13:00,56,12,36,8,39.08
2000-01-07 06:14:00,80,16,49,14,53.87
2000-01-07 06:15:00,70,10,51,9,52.87
2000-01-07 06:16:00,46,11,24,11,28.24
2000-01-07 06:17:00,88,12,69,6,70.78
2000-01-07 06:18:00,142,34,111,0,116.04
2000-01-07 06:19:00,20,6,11,4,12.79
2000-01-07 06:20:00,35,6,24,5,25.22
2000-01-07 06:21:00,91,23,58,10,63.36
2000-01-07 06:22:00,28,7,16,5,18.12
2000-01-07 06:23:00,71,11,56,4,57.29
2000-01-07 06:24:00,47,9,24,14,28.94
2000-01-07 06:25:00,50,14,27,9,32.04
2000-01-07 06:26:00,63,8,46,9,47.42
2000-01-07 06:27:00,35,5,19,11,22.36
2000-01-07 06:28:00,48,14,38,0,40.79
2000-01-07 06:29:00,47,13,24,10,29.10
2000-01-07 06:30:00,93,12,72,9,73.19
2000-01-07 06:31:00,77,17,53,7,56.03
2000-01-07 06:32:00,34,4,18,12,21.92
2000-01-07 06:33:00,39,11,31,0,32.98
2000-01-07 06:34:00,28,7,20,2,20.80
2000-01-07 06:35:00,48,14,29,5,32.54
2000-01-07 06:36:00,29,6,21,2,21.84
2000-01-07 06:37:00,111,17,74,20,78.34
2000-01-07 06:38:00,11,1,6,3,6.80
2000-01-07 06:39:00,53,12,42,0,43.71
2000-01-07 06:40:00,104,14,71,19,74.66
2000-01-07 06:41:00,44,9,23,13,27.44
2000-01-07 06:42:00,47,5,33,9,34.41
2000-01-07 06:43:00,310,76,182,52,203.91
2000-01-07 06:44:00,53,12,30,11,34.51
2000-01-07 06:45:00,65,13,45,7,47.32
2000-01-07 06:46:00,36,8,24,3,25.83
2000-01-07 06:47:00,34,8,21,6,23.19
2000-01-07 06:48:00,40,10,21,9,25.05
2000-01-07 06:49:00,56,6,30,21,36.60
2000-01-07 06:50:00,48,13,29,6,32.55
2000-01-07 06:51:00,21,4,12,6,13.39
2000-01-07 06:52:00,31,6,24,1,24.82
2000-01-07 06:53:00,26,4,17,5,18.00
2000-01-07 06:54:00,150,43,118,0,125.62
2000-01-07 06:55:00,322,69,247,6,256.97
2000-01-07 06:56:00,93,16,69,8,70.79
2000-01-07 06:57:00,55,8,44,3,44.36
2000-01-07 06:58:00,91,18,69,4,71.20
2000-01-07 06:59:00,42,6,32,3,32.94
2000-01-07 07:00:00,693,161,223,308,413.51
2000-01-07 07:01:00,672,240,171,261,393.40
2000-01-07 07:02:00,716,280,201,234,417.08
2000-01-07 07:03:00,155,61,45,49,90.47
2000-01-07 07:04:00,70,26,10,34,44.08
2000-01-07 07:05:00,2425,789,857,779,1401.46
2000-01-07 07:06:00,736,264,251,222,426.04
2000-01-07 07:07:00,1655,559,324,772,1006.83
2000-01-07 07:08:00,191,66,65,60,110.41
2000-01-07 07:09:00,639,148,217,274,379.21
2000-01-07 07:10:00,85,33,13,39,52.53
2000-01-07 07:11:00,634,247,106,280,388.86
2000-01-07 07:12:00,658,205,214,238,380.62
2000-01-07 07:13:00,3375,1291,940,1145,1964.70
2000-01-07 07:14:00,679,142,267,270,405.70
2000-01-07 07:15:00,783,251,189,342,464.87
2000-01-07 07:16:00,750,268,127,355,462.57
2000-01-07 07:17:00,919,288,278,353,533.51
2000-01-07 07:18:00,721,272,178,271,423.23
2000-01-07 07:19:00,180,56,49,74,105.32
2000-01-07 07:20:00,856,286,164,405,522.77
2000-01-07 07:21:00,887,341,217,329,520.96
2000-01-07 07:22:00,692,255,171,266,406.24
2000-01-07 07:23:00,638,189,195,254,371.57
2000-01-07 07:24:00,914,190,357,367,546.31
2000-01-07 07:25:00,184,54,65,64,106.31
2000-01-07 07:26:00,990,351,287,352,573.89
2000-01-07 07:27:00,981,356,232,392,578.71
2000-01-07 07:28:00,2981,1097,770,1114,1742.77
2000-01-07 07:29:00,1062,419,291,352,619.66
2000-01-07 07:30:00,159,53,32,73,95.96
2000-01-07 07:31:00,901,183,353,365,539.59
2000-01-07 07:32:00,1091,291,294,506,653.48
2000-01-07 07:33:00,926,225,308,392,547.29
2000-01-07 07:34:00,195,42,72,81,116.51
2000-01-07 07:35:00,957,216,452,289,578.64
2000-01-07 07:36:00,958,311,300,346,553.96
2000-01-07 07:37:00,956,192,315,449,581.34
2000-01-07 07:38:00,1085,312,423,350,631.25
2000-01-07 07:39:00,1001,366,208,427,599.78
2000-01-07 07:40:00,1033,216,357,460,621.07
2000-01-07 07:41:00,1111,377,370,365,641.63
2000-01-07 07:42:00,242,81,81,80,139.60
2000-01-07 07:43:00,751,218,248,285,436.13
2000-01-07 07:44:00,1022,229,382,411,605.85
2000-01-07 07:45:00,1285,441,304,539,760.15
2000-01-07 07:46:00,226,88,43,95,136.64
2000-01-07 07:47:00,1146,237,417,492,687.05
2000-01-07 07:48:00,1169,450,343,376,679.46
2000-01-07 07:49:00,1051,402,185,464,640.96
2000-01-07 07:50:00,1175,312,425,438,685.21
2000-01-07 07:51:00,1466,465,461,540,848.89
2000-01-07 07:52:00,1159,252,386,521,695.74
2000-01-07 07:53:00,1132,320,420,392,657.79
2000-01-07 07:54:00,1255,486,378,390,729.09
2000-01-07 07:55:00,1245,494,378,374,725.47
2000-01-07 07:56:00,1314,268,584,463,791.64
2000-01-07 07:57:00,1152,342,308,502,681.24
2000-01-07 07:58:00,3347,853,1261,1233,1958.92
2000-01-07 07:59:00,1197,379,393,425,691.94
2000-01-07 08:00:00,1332,319,436,578,790.60
2000-01-07 08:01:00,250,94,79,77,144.95
2000-01-07 08:02:00,1175,418,319,438,684.16
2000-01-07 08:03:00,1229,319,529,381,725.68
2000-01-07 08:04:00,1113,285,293,535,673.46
2000-01-07 08:05:00,1225,419,253,553,738.65
2000-01-07 08:06:00,1326,512,320,494,780.20
2000-01-07 08:07:00,1348,452,427,469,778.62
2000-01-07 08:08:00,273,102,77,94,158.67
2000-01-07 08:09:00,1195,474,334,387,697.15
2000-01-07 08:10:00,1502,454,565,483,870.75
2000-01-07 08:11:00,1395,398,332,665,843.03
2000-01-07 08:12:00,1467,476,260,731,910.34
2000-01-07 08:13:00,1648,492,473,682,965.43
2000-01-07 08:14:00,1649,361,526,762,993.96
2000-01-07 08:15:00,1658,407,704,547,980.15
2000-01-07 08:16:00,1471,404,601,466,861.29
2000-01-07 08:17:00,1589,464,475,649,928.88
2000-01-07 08:18:00,1447,497,292,657,874.51
2000-01-07 08:19:00,1117,401,358,358,645.80
2000-01-07 08:20:00,1296,399,336,562,766.28
2000-01-07 08:21:00,248,90,56,101,146.72
2000-01-07 08:22:00,298,77,81,140,179.51
2000-01-07 08:23:00,1686,554,404,728,1000.11
2000-01-07 08:24:00,1659,416,428,816,1010.56
